Method	ID	Branch	Number of mutations	FP	FN	TP
dSig	m5_S71_k0_eps0.3	5	41	1	7	7
dSig	m5_S71_k0_eps0.3	4	195	1	6	8
PhyloSigFinder.dSig	m5_S71_k0_eps0.3	1	139	1	6	8
PhyloSigFinder.dSig	m5_S71_k0_eps0.3	3	52	0	6	8
PhyloSigFinder.dSig	m5_S71_k0_eps0.3	2	190	1	5	9
PhyloSigFinder.dSig	m5_S71_k0_eps0.3	5	41	0	7	7
PhyloSigFinder.dSig	m5_S71_k0_eps0.3	4	195	1	5	9
PhySigs	m5_S71_k0_eps0.3	1	139	0	7	7
PhySigs	m5_S71_k0_eps0.3	3	52	0	7	7
PhySigs	m5_S71_k0_eps0.3	2	190	0	7	7
PhySigs	m5_S71_k0_eps0.3	5	41	0	7	7
PhySigs	m5_S71_k0_eps0.3	4	195	0	7	7
dSig	m5_S9_k0_eps0.3	1	112	1	6	4
dSig	m5_S9_k0_eps0.3	3	66	2	5	5
dSig	m5_S9_k0_eps0.3	2	158	1	8	2
dSig	m5_S9_k0_eps0.3	5	171	1	6	4
dSig	m5_S9_k0_eps0.3	4	133	2	7	3
PhyloSigFinder.dSig	m5_S9_k0_eps0.3	1	112	2	6	4
PhyloSigFinder.dSig	m5_S9_k0_eps0.3	3	66	1	7	3
PhyloSigFinder.dSig	m5_S9_k0_eps0.3	2	158	1	4	6
PhyloSigFinder.dSig	m5_S9_k0_eps0.3	5	171	2	6	4
PhyloSigFinder.dSig	m5_S9_k0_eps0.3	4	133	1	5	5
PhySigs	m5_S9_k0_eps0.3	1	112	0	6	4
PhySigs	m5_S9_k0_eps0.3	3	66	0	6	4
PhySigs	m5_S9_k0_eps0.3	2	158	0	6	4
PhySigs	m5_S9_k0_eps0.3	5	171	0	6	4
PhySigs	m5_S9_k0_eps0.3	4	133	0	6	4
dSig	m5_S18_k1_eps0.1	1	49	0	8	7
dSig	m5_S18_k1_eps0.1	3	55	0	11	4
dSig	m5_S18_k1_eps0.1	2	165	0	9	6
dSig	m5_S18_k1_eps0.1	5	85	0	8	5
dSig	m5_S18_k1_eps0.1	4	45	1	9	4
PhyloSigFinder.dSig	m5_S18_k1_eps0.1	1	49	1	10	5
PhyloSigFinder.dSig	m5_S18_k1_eps0.1	3	55	0	10	5
PhyloSigFinder.dSig	m5_S18_k1_eps0.1	2	165	0	4	11
PhyloSigFinder.dSig	m5_S18_k1_eps0.1	5	85	1	7	6
PhyloSigFinder.dSig	m5_S18_k1_eps0.1	4	45	2	6	7
PhySigs	m5_S18_k1_eps0.1	1	49	0	9	6
PhySigs	m5_S18_k1_eps0.1	3	55	0	9	6
PhySigs	m5_S18_k1_eps0.1	2	165	0	9	6
PhySigs	m5_S18_k1_eps0.1	5	85	0	8	5
PhySigs	m5_S18_k1_eps0.1	4	45	0	8	5
dSig	m5_S37_k1_eps0.1	1	178	0	8	8
dSig	m5_S37_k1_eps0.1	3	137	0	8	8
dSig	m5_S37_k1_eps0.1	2	35	2	9	7
dSig	m5_S37_k1_eps0.1	5	134	1	9	7
dSig	m5_S37_k1_eps0.1	4	15	3	11	3
PhyloSigFinder.dSig	m5_S37_k1_eps0.1	1	178	0	7	9
PhyloSigFinder.dSig	m5_S37_k1_eps0.1	3	137	0	6	10
PhyloSigFinder.dSig	m5_S37_k1_eps0.1	2	35	0	8	8
PhyloSigFinder.dSig	m5_S37_k1_eps0.1	5	134	0	6	10
PhyloSigFinder.dSig	m5_S37_k1_eps0.1	4	15	NA	NA	NA
PhySigs	m5_S37_k1_eps0.1	1	178	0	8	8
PhySigs	m5_S37_k1_eps0.1	3	137	0	8	8
PhySigs	m5_S37_k1_eps0.1	2	35	0	8	8
PhySigs	m5_S37_k1_eps0.1	5	134	0	8	8
PhySigs	m5_S37_k1_eps0.1	4	15	5	11	3
dSig	m5_S3_k1_eps0.1	1	32	0	9	5
dSig	m5_S3_k1_eps0.1	3	131	1	9	5
dSig	m5_S3_k1_eps0.1	2	142	1	7	7
dSig	m5_S3_k1_eps0.1	5	189	0	8	6
dSig	m5_S3_k1_eps0.1	4	111	1	9	5
PhyloSigFinder.dSig	m5_S3_k1_eps0.1	1	32	1	9	5
PhyloSigFinder.dSig	m5_S3_k1_eps0.1	3	131	0	8	6
PhyloSigFinder.dSig	m5_S3_k1_eps0.1	2	142	0	6	8
PhyloSigFinder.dSig	m5_S3_k1_eps0.1	5	189	0	4	10
PhyloSigFinder.dSig	m5_S3_k1_eps0.1	4	111	1	9	5
PhySigs	m5_S3_k1_eps0.1	1	32	0	9	5
PhySigs	m5_S3_k1_eps0.1	3	131	0	9	5
PhySigs	m5_S3_k1_eps0.1	2	142	0	9	5
PhySigs	m5_S3_k1_eps0.1	5	189	0	8	6
PhySigs	m5_S3_k1_eps0.1	4	111	0	9	5
dSig	m5_S45_k1_eps0.1	1	85	0	10	4
dSig	m5_S45_k1_eps0.1	3	2	NA	NA	NA
dSig	m5_S45_k1_eps0.1	2	79	0	10	4
dSig	m5_S45_k1_eps0.1	5	169	0	8	6
dSig	m5_S45_k1_eps0.1	4	32	2	12	6
PhyloSigFinder.dSig	m5_S45_k1_eps0.1	1	85	0	8	6
PhyloSigFinder.dSig	m5_S45_k1_eps0.1	3	2	NA	NA	NA
PhyloSigFinder.dSig	m5_S45_k1_eps0.1	2	79	0	7	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.1	5	169	0	6	8
PhyloSigFinder.dSig	m5_S45_k1_eps0.1	4	32	0	14	4
PhySigs	m5_S45_k1_eps0.1	1	85	0	9	5
PhySigs	m5_S45_k1_eps0.1	3	2	0	9	5
PhySigs	m5_S45_k1_eps0.1	2	79	0	9	5
PhySigs	m5_S45_k1_eps0.1	5	169	0	9	5
PhySigs	m5_S45_k1_eps0.1	4	32	2	12	6
dSig	m5_S5_k1_eps0.1	1	34	0	7	5
dSig	m5_S5_k1_eps0.1	3	45	0	8	6
dSig	m5_S5_k1_eps0.1	2	105	1	6	6
dSig	m5_S5_k1_eps0.1	5	42	0	6	6
dSig	m5_S5_k1_eps0.1	4	10	0	8	4
PhyloSigFinder.dSig	m5_S5_k1_eps0.1	1	34	0	6	6
PhyloSigFinder.dSig	m5_S5_k1_eps0.1	3	45	0	7	7
PhyloSigFinder.dSig	m5_S5_k1_eps0.1	2	105	0	6	6
PhyloSigFinder.dSig	m5_S5_k1_eps0.1	5	42	0	6	6
PhyloSigFinder.dSig	m5_S5_k1_eps0.1	4	10	NA	NA	NA
PhySigs	m5_S5_k1_eps0.1	1	34	1	6	6
PhySigs	m5_S5_k1_eps0.1	3	45	0	8	6
PhySigs	m5_S5_k1_eps0.1	2	105	1	6	6
PhySigs	m5_S5_k1_eps0.1	5	42	1	6	6
PhySigs	m5_S5_k1_eps0.1	4	10	1	6	6
dSig	m5_S62_k1_eps0.1	1	114	0	7	5
dSig	m5_S62_k1_eps0.1	3	132	0	6	6
dSig	m5_S62_k1_eps0.1	2	62	1	8	4
dSig	m5_S62_k1_eps0.1	5	100	0	9	3
dSig	m5_S62_k1_eps0.1	4	20	1	8	5
PhyloSigFinder.dSig	m5_S62_k1_eps0.1	1	114	0	5	7
PhyloSigFinder.dSig	m5_S62_k1_eps0.1	3	132	0	3	9
PhyloSigFinder.dSig	m5_S62_k1_eps0.1	2	62	0	5	7
PhyloSigFinder.dSig	m5_S62_k1_eps0.1	5	100	0	5	7
PhyloSigFinder.dSig	m5_S62_k1_eps0.1	4	20	0	9	4
PhySigs	m5_S62_k1_eps0.1	1	114	0	7	5
PhySigs	m5_S62_k1_eps0.1	3	132	0	7	5
PhySigs	m5_S62_k1_eps0.1	2	62	0	7	5
PhySigs	m5_S62_k1_eps0.1	5	100	0	7	5
PhySigs	m5_S62_k1_eps0.1	4	20	3	11	2
dSig	m5_S66_k1_eps0.1	1	134	0	7	5
dSig	m5_S66_k1_eps0.1	3	56	0	6	6
dSig	m5_S66_k1_eps0.1	2	141	0	6	6
dSig	m5_S66_k1_eps0.1	5	137	0	7	7
dSig	m5_S66_k1_eps0.1	4	85	1	8	4
PhyloSigFinder.dSig	m5_S66_k1_eps0.1	1	134	0	3	9
PhyloSigFinder.dSig	m5_S66_k1_eps0.1	3	56	1	4	8
PhyloSigFinder.dSig	m5_S66_k1_eps0.1	2	141	0	4	8
PhyloSigFinder.dSig	m5_S66_k1_eps0.1	5	137	2	8	6
PhyloSigFinder.dSig	m5_S66_k1_eps0.1	4	85	1	4	8
PhySigs	m5_S66_k1_eps0.1	1	134	0	7	5
PhySigs	m5_S66_k1_eps0.1	3	56	0	7	5
PhySigs	m5_S66_k1_eps0.1	2	141	0	7	5
PhySigs	m5_S66_k1_eps0.1	5	137	0	7	7
PhySigs	m5_S66_k1_eps0.1	4	85	0	7	5
dSig	m5_S69_k1_eps0.1	1	49	1	6	6
dSig	m5_S69_k1_eps0.1	3	134	0	6	6
dSig	m5_S69_k1_eps0.1	2	144	0	10	5
dSig	m5_S69_k1_eps0.1	5	175	0	6	6
dSig	m5_S69_k1_eps0.1	4	158	0	6	6
PhyloSigFinder.dSig	m5_S69_k1_eps0.1	1	49	1	5	7
PhyloSigFinder.dSig	m5_S69_k1_eps0.1	3	134	0	6	6
PhyloSigFinder.dSig	m5_S69_k1_eps0.1	2	144	3	6	9
PhyloSigFinder.dSig	m5_S69_k1_eps0.1	5	175	0	5	7
PhyloSigFinder.dSig	m5_S69_k1_eps0.1	4	158	0	5	7
PhySigs	m5_S69_k1_eps0.1	1	49	0	5	7
PhySigs	m5_S69_k1_eps0.1	3	134	0	5	7
PhySigs	m5_S69_k1_eps0.1	2	144	0	10	5
PhySigs	m5_S69_k1_eps0.1	5	175	0	5	7
PhySigs	m5_S69_k1_eps0.1	4	158	0	5	7
dSig	m5_S71_k1_eps0.1	1	115	0	6	6
dSig	m5_S71_k1_eps0.1	3	156	1	12	3
dSig	m5_S71_k1_eps0.1	2	162	0	7	5
dSig	m5_S71_k1_eps0.1	5	25	1	11	4
dSig	m5_S71_k1_eps0.1	4	180	1	11	4
PhyloSigFinder.dSig	m5_S71_k1_eps0.1	1	115	1	5	7
PhyloSigFinder.dSig	m5_S71_k1_eps0.1	3	156	2	5	10
PhyloSigFinder.dSig	m5_S71_k1_eps0.1	2	162	1	2	10
PhyloSigFinder.dSig	m5_S71_k1_eps0.1	5	25	1	10	5
PhyloSigFinder.dSig	m5_S71_k1_eps0.1	4	180	1	4	11
PhySigs	m5_S71_k1_eps0.1	1	115	0	7	5
PhySigs	m5_S71_k1_eps0.1	3	156	0	11	4
PhySigs	m5_S71_k1_eps0.1	2	162	0	7	5
PhySigs	m5_S71_k1_eps0.1	5	25	0	11	4
PhySigs	m5_S71_k1_eps0.1	4	180	0	11	4
dSig	m5_S9_k1_eps0.1	1	120	1	9	7
dSig	m5_S9_k1_eps0.1	3	85	1	9	7
dSig	m5_S9_k1_eps0.1	2	88	1	10	6
dSig	m5_S9_k1_eps0.1	5	86	0	7	5
dSig	m5_S9_k1_eps0.1	4	177	0	8	8
PhyloSigFinder.dSig	m5_S9_k1_eps0.1	1	120	3	6	10
PhyloSigFinder.dSig	m5_S9_k1_eps0.1	3	85	1	8	8
PhyloSigFinder.dSig	m5_S9_k1_eps0.1	2	88	1	10	6
PhyloSigFinder.dSig	m5_S9_k1_eps0.1	5	86	1	4	8
PhyloSigFinder.dSig	m5_S9_k1_eps0.1	4	177	0	7	9
PhySigs	m5_S9_k1_eps0.1	1	120	0	9	7
PhySigs	m5_S9_k1_eps0.1	3	85	0	9	7
PhySigs	m5_S9_k1_eps0.1	2	88	0	9	7
PhySigs	m5_S9_k1_eps0.1	5	86	0	7	5
PhySigs	m5_S9_k1_eps0.1	4	177	0	9	7
dSig	m5_S18_k1_eps0.2	1	22	1	10	3
dSig	m5_S18_k1_eps0.2	3	192	1	10	3
dSig	m5_S18_k1_eps0.2	2	57	0	10	3
dSig	m5_S18_k1_eps0.2	5	144	0	11	5
dSig	m5_S18_k1_eps0.2	4	148	0	8	5
PhyloSigFinder.dSig	m5_S18_k1_eps0.2	1	22	0	10	3
PhyloSigFinder.dSig	m5_S18_k1_eps0.2	3	192	0	5	8
PhyloSigFinder.dSig	m5_S18_k1_eps0.2	2	57	0	8	5
PhyloSigFinder.dSig	m5_S18_k1_eps0.2	5	144	0	10	6
PhyloSigFinder.dSig	m5_S18_k1_eps0.2	4	148	0	6	7
PhySigs	m5_S18_k1_eps0.2	1	22	0	10	3
PhySigs	m5_S18_k1_eps0.2	3	192	0	10	3
PhySigs	m5_S18_k1_eps0.2	2	57	0	10	3
PhySigs	m5_S18_k1_eps0.2	5	144	0	11	5
PhySigs	m5_S18_k1_eps0.2	4	148	0	10	3
dSig	m5_S37_k1_eps0.2	1	44	2	10	6
dSig	m5_S37_k1_eps0.2	3	156	1	9	7
dSig	m5_S37_k1_eps0.2	2	157	0	9	7
dSig	m5_S37_k1_eps0.2	5	12	2	14	2
dSig	m5_S37_k1_eps0.2	4	35	0	6	5
PhyloSigFinder.dSig	m5_S37_k1_eps0.2	1	44	1	9	7
PhyloSigFinder.dSig	m5_S37_k1_eps0.2	3	156	1	6	10
PhyloSigFinder.dSig	m5_S37_k1_eps0.2	2	157	0	8	8
PhyloSigFinder.dSig	m5_S37_k1_eps0.2	5	12	NA	NA	NA
PhyloSigFinder.dSig	m5_S37_k1_eps0.2	4	35	0	7	4
PhySigs	m5_S37_k1_eps0.2	1	44	0	9	7
PhySigs	m5_S37_k1_eps0.2	3	156	0	9	7
PhySigs	m5_S37_k1_eps0.2	2	157	0	9	7
PhySigs	m5_S37_k1_eps0.2	5	12	0	9	7
PhySigs	m5_S37_k1_eps0.2	4	35	0	6	5
dSig	m5_S3_k1_eps0.2	1	25	4	10	5
dSig	m5_S3_k1_eps0.2	3	167	0	6	9
dSig	m5_S3_k1_eps0.2	2	111	0	8	7
dSig	m5_S3_k1_eps0.2	5	53	1	8	7
dSig	m5_S3_k1_eps0.2	4	185	0	10	3
PhyloSigFinder.dSig	m5_S3_k1_eps0.2	1	25	2	10	5
PhyloSigFinder.dSig	m5_S3_k1_eps0.2	3	167	0	4	11
PhyloSigFinder.dSig	m5_S3_k1_eps0.2	2	111	0	7	8
PhyloSigFinder.dSig	m5_S3_k1_eps0.2	5	53	2	9	6
PhyloSigFinder.dSig	m5_S3_k1_eps0.2	4	185	1	9	4
PhySigs	m5_S3_k1_eps0.2	1	25	0	7	8
PhySigs	m5_S3_k1_eps0.2	3	167	0	7	8
PhySigs	m5_S3_k1_eps0.2	2	111	0	7	8
PhySigs	m5_S3_k1_eps0.2	5	53	0	7	8
PhySigs	m5_S3_k1_eps0.2	4	185	0	10	3
dSig	m5_S45_k1_eps0.2	1	96	0	7	7
dSig	m5_S45_k1_eps0.2	3	31	3	10	4
dSig	m5_S45_k1_eps0.2	2	198	1	8	6
dSig	m5_S45_k1_eps0.2	5	158	0	14	5
dSig	m5_S45_k1_eps0.2	4	167	0	8	6
PhyloSigFinder.dSig	m5_S45_k1_eps0.2	1	96	0	7	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.2	3	31	2	6	8
PhyloSigFinder.dSig	m5_S45_k1_eps0.2	2	198	0	7	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.2	5	158	1	10	9
PhyloSigFinder.dSig	m5_S45_k1_eps0.2	4	167	1	6	8
PhySigs	m5_S45_k1_eps0.2	1	96	0	7	7
PhySigs	m5_S45_k1_eps0.2	3	31	0	7	7
PhySigs	m5_S45_k1_eps0.2	2	198	0	7	7
PhySigs	m5_S45_k1_eps0.2	5	158	0	14	5
PhySigs	m5_S45_k1_eps0.2	4	167	0	7	7
dSig	m5_S5_k1_eps0.2	1	110	0	10	6
dSig	m5_S5_k1_eps0.2	3	135	0	10	6
dSig	m5_S5_k1_eps0.2	2	36	1	11	5
dSig	m5_S5_k1_eps0.2	5	84	1	11	5
dSig	m5_S5_k1_eps0.2	4	70	0	10	6
PhyloSigFinder.dSig	m5_S5_k1_eps0.2	1	110	1	9	7
PhyloSigFinder.dSig	m5_S5_k1_eps0.2	3	135	0	8	8
PhyloSigFinder.dSig	m5_S5_k1_eps0.2	2	36	1	11	5
PhyloSigFinder.dSig	m5_S5_k1_eps0.2	5	84	0	9	7
PhyloSigFinder.dSig	m5_S5_k1_eps0.2	4	70	0	9	7
PhySigs	m5_S5_k1_eps0.2	1	110	0	12	4
PhySigs	m5_S5_k1_eps0.2	3	135	0	12	4
PhySigs	m5_S5_k1_eps0.2	2	36	2	14	2
PhySigs	m5_S5_k1_eps0.2	5	84	0	12	4
PhySigs	m5_S5_k1_eps0.2	4	70	0	12	4
dSig	m5_S62_k1_eps0.2	1	101	1	8	5
dSig	m5_S62_k1_eps0.2	3	165	0	7	8
dSig	m5_S62_k1_eps0.2	2	136	0	7	6
dSig	m5_S62_k1_eps0.2	5	182	0	9	4
dSig	m5_S62_k1_eps0.2	4	188	0	8	5
PhyloSigFinder.dSig	m5_S62_k1_eps0.2	1	101	0	7	6
PhyloSigFinder.dSig	m5_S62_k1_eps0.2	3	165	0	4	11
PhyloSigFinder.dSig	m5_S62_k1_eps0.2	2	136	0	7	6
PhyloSigFinder.dSig	m5_S62_k1_eps0.2	5	182	1	6	7
PhyloSigFinder.dSig	m5_S62_k1_eps0.2	4	188	0	6	7
PhySigs	m5_S62_k1_eps0.2	1	101	0	7	6
PhySigs	m5_S62_k1_eps0.2	3	165	0	7	8
PhySigs	m5_S62_k1_eps0.2	2	136	0	7	6
PhySigs	m5_S62_k1_eps0.2	5	182	0	7	6
PhySigs	m5_S62_k1_eps0.2	4	188	0	7	6
dSig	m5_S66_k1_eps0.2	1	155	0	6	7
dSig	m5_S66_k1_eps0.2	3	110	0	6	7
dSig	m5_S66_k1_eps0.2	2	106	0	6	5
dSig	m5_S66_k1_eps0.2	5	178	1	7	6
dSig	m5_S66_k1_eps0.2	4	186	0	7	6
PhyloSigFinder.dSig	m5_S66_k1_eps0.2	1	155	0	6	7
PhyloSigFinder.dSig	m5_S66_k1_eps0.2	3	110	0	6	7
PhyloSigFinder.dSig	m5_S66_k1_eps0.2	2	106	1	6	5
PhyloSigFinder.dSig	m5_S66_k1_eps0.2	5	178	2	5	8
PhyloSigFinder.dSig	m5_S66_k1_eps0.2	4	186	1	5	8
PhySigs	m5_S66_k1_eps0.2	1	155	0	7	6
PhySigs	m5_S66_k1_eps0.2	3	110	0	7	6
PhySigs	m5_S66_k1_eps0.2	2	106	0	6	5
PhySigs	m5_S66_k1_eps0.2	5	178	0	7	6
PhySigs	m5_S66_k1_eps0.2	4	186	0	7	6
dSig	m5_S69_k1_eps0.2	1	52	1	4	7
dSig	m5_S69_k1_eps0.2	3	175	1	5	6
dSig	m5_S69_k1_eps0.2	2	37	1	6	5
dSig	m5_S69_k1_eps0.2	5	52	0	5	5
dSig	m5_S69_k1_eps0.2	4	39	1	8	2
PhyloSigFinder.dSig	m5_S69_k1_eps0.2	1	52	0	4	7
PhyloSigFinder.dSig	m5_S69_k1_eps0.2	3	175	0	3	8
PhyloSigFinder.dSig	m5_S69_k1_eps0.2	2	37	0	4	7
PhyloSigFinder.dSig	m5_S69_k1_eps0.2	5	52	0	6	4
PhyloSigFinder.dSig	m5_S69_k1_eps0.2	4	39	0	6	4
PhySigs	m5_S69_k1_eps0.2	1	52	1	5	6
PhySigs	m5_S69_k1_eps0.2	3	175	1	5	6
PhySigs	m5_S69_k1_eps0.2	2	37	1	5	6
PhySigs	m5_S69_k1_eps0.2	5	52	0	5	5
PhySigs	m5_S69_k1_eps0.2	4	39	0	5	5
dSig	m5_S71_k1_eps0.2	1	117	0	7	8
dSig	m5_S71_k1_eps0.2	3	91	1	5	9
dSig	m5_S71_k1_eps0.2	2	91	1	8	7
dSig	m5_S71_k1_eps0.2	5	28	0	5	9
dSig	m5_S71_k1_eps0.2	4	122	1	6	8
PhyloSigFinder.dSig	m5_S71_k1_eps0.2	1	117	0	4	11
PhyloSigFinder.dSig	m5_S71_k1_eps0.2	3	91	0	3	11
PhyloSigFinder.dSig	m5_S71_k1_eps0.2	2	91	2	6	9
PhyloSigFinder.dSig	m5_S71_k1_eps0.2	5	28	0	6	8
PhyloSigFinder.dSig	m5_S71_k1_eps0.2	4	122	0	5	9
PhySigs	m5_S71_k1_eps0.2	1	117	0	8	7
PhySigs	m5_S71_k1_eps0.2	3	91	1	7	7
PhySigs	m5_S71_k1_eps0.2	2	91	0	8	7
PhySigs	m5_S71_k1_eps0.2	5	28	1	7	7
PhySigs	m5_S71_k1_eps0.2	4	122	1	7	7
dSig	m5_S9_k1_eps0.2	1	130	0	7	8
dSig	m5_S9_k1_eps0.2	3	32	0	9	6
dSig	m5_S9_k1_eps0.2	2	160	0	6	7
dSig	m5_S9_k1_eps0.2	5	111	0	10	5
dSig	m5_S9_k1_eps0.2	4	69	2	11	4
PhyloSigFinder.dSig	m5_S9_k1_eps0.2	1	130	0	7	8
PhyloSigFinder.dSig	m5_S9_k1_eps0.2	3	32	0	12	3
PhyloSigFinder.dSig	m5_S9_k1_eps0.2	2	160	0	6	7
PhyloSigFinder.dSig	m5_S9_k1_eps0.2	5	111	0	9	6
PhyloSigFinder.dSig	m5_S9_k1_eps0.2	4	69	0	9	6
PhySigs	m5_S9_k1_eps0.2	1	130	0	10	5
PhySigs	m5_S9_k1_eps0.2	3	32	0	10	5
PhySigs	m5_S9_k1_eps0.2	2	160	0	6	7
PhySigs	m5_S9_k1_eps0.2	5	111	0	10	5
PhySigs	m5_S9_k1_eps0.2	4	69	0	10	5
dSig	m5_S18_k1_eps0.3	1	141	1	6	5
dSig	m5_S18_k1_eps0.3	3	183	0	5	6
dSig	m5_S18_k1_eps0.3	2	180	1	6	5
dSig	m5_S18_k1_eps0.3	5	93	1	8	4
dSig	m5_S18_k1_eps0.3	4	54	0	5	6
PhyloSigFinder.dSig	m5_S18_k1_eps0.3	1	141	0	5	6
PhyloSigFinder.dSig	m5_S18_k1_eps0.3	3	183	0	4	7
PhyloSigFinder.dSig	m5_S18_k1_eps0.3	2	180	0	4	7
PhyloSigFinder.dSig	m5_S18_k1_eps0.3	5	93	0	8	4
PhyloSigFinder.dSig	m5_S18_k1_eps0.3	4	54	0	4	7
PhySigs	m5_S18_k1_eps0.3	1	141	0	5	6
PhySigs	m5_S18_k1_eps0.3	3	183	0	5	6
PhySigs	m5_S18_k1_eps0.3	2	180	0	5	6
PhySigs	m5_S18_k1_eps0.3	5	93	1	8	4
PhySigs	m5_S18_k1_eps0.3	4	54	0	5	6
dSig	m5_S37_k1_eps0.3	1	43	4	8	6
dSig	m5_S37_k1_eps0.3	3	113	1	7	7
dSig	m5_S37_k1_eps0.3	2	127	2	7	5
dSig	m5_S37_k1_eps0.3	5	69	0	8	6
dSig	m5_S37_k1_eps0.3	4	105	1	6	8
PhyloSigFinder.dSig	m5_S37_k1_eps0.3	1	43	2	6	8
PhyloSigFinder.dSig	m5_S37_k1_eps0.3	3	113	0	6	8
PhyloSigFinder.dSig	m5_S37_k1_eps0.3	2	127	1	7	5
PhyloSigFinder.dSig	m5_S37_k1_eps0.3	5	69	0	5	9
PhyloSigFinder.dSig	m5_S37_k1_eps0.3	4	105	1	5	9
PhySigs	m5_S37_k1_eps0.3	1	43	0	7	7
PhySigs	m5_S37_k1_eps0.3	3	113	0	7	7
PhySigs	m5_S37_k1_eps0.3	2	127	2	7	5
PhySigs	m5_S37_k1_eps0.3	5	69	0	7	7
PhySigs	m5_S37_k1_eps0.3	4	105	0	7	7
dSig	m5_S3_k1_eps0.3	1	79	2	8	5
dSig	m5_S3_k1_eps0.3	3	22	1	9	3
dSig	m5_S3_k1_eps0.3	2	167	0	9	3
dSig	m5_S3_k1_eps0.3	5	53	1	8	5
dSig	m5_S3_k1_eps0.3	4	97	3	8	5
PhyloSigFinder.dSig	m5_S3_k1_eps0.3	1	79	2	9	4
PhyloSigFinder.dSig	m5_S3_k1_eps0.3	3	22	0	9	3
PhyloSigFinder.dSig	m5_S3_k1_eps0.3	2	167	0	8	4
PhyloSigFinder.dSig	m5_S3_k1_eps0.3	5	53	2	7	6
PhyloSigFinder.dSig	m5_S3_k1_eps0.3	4	97	1	6	7
PhySigs	m5_S3_k1_eps0.3	1	79	0	8	5
PhySigs	m5_S3_k1_eps0.3	3	22	0	9	3
PhySigs	m5_S3_k1_eps0.3	2	167	0	9	3
PhySigs	m5_S3_k1_eps0.3	5	53	0	8	5
PhySigs	m5_S3_k1_eps0.3	4	97	0	8	5
dSig	m5_S45_k1_eps0.3	1	112	1	12	5
dSig	m5_S45_k1_eps0.3	3	74	1	4	6
dSig	m5_S45_k1_eps0.3	2	175	0	4	6
dSig	m5_S45_k1_eps0.3	5	80	0	4	6
dSig	m5_S45_k1_eps0.3	4	80	2	4	6
PhyloSigFinder.dSig	m5_S45_k1_eps0.3	1	112	0	11	6
PhyloSigFinder.dSig	m5_S45_k1_eps0.3	3	74	0	3	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.3	2	175	0	3	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.3	5	80	0	3	7
PhyloSigFinder.dSig	m5_S45_k1_eps0.3	4	80	1	2	8
PhySigs	m5_S45_k1_eps0.3	1	112	1	12	5
PhySigs	m5_S45_k1_eps0.3	3	74	0	4	6
PhySigs	m5_S45_k1_eps0.3	2	175	0	4	6
PhySigs	m5_S45_k1_eps0.3	5	80	0	4	6
PhySigs	m5_S45_k1_eps0.3	4	80	0	4	6
dSig	m5_S5_k1_eps0.3	1	60	0	8	8
dSig	m5_S5_k1_eps0.3	3	77	0	10	6
dSig	m5_S5_k1_eps0.3	2	27	1	5	5
dSig	m5_S5_k1_eps0.3	5	143	0	7	9
dSig	m5_S5_k1_eps0.3	4	59	0	9	7
PhyloSigFinder.dSig	m5_S5_k1_eps0.3	1	60	0	10	6
PhyloSigFinder.dSig	m5_S5_k1_eps0.3	3	77	0	8	8
PhyloSigFinder.dSig	m5_S5_k1_eps0.3	2	27	1	5	5
PhyloSigFinder.dSig	m5_S5_k1_eps0.3	5	143	0	8	8
PhyloSigFinder.dSig	m5_S5_k1_eps0.3	4	59	3	10	6
PhySigs	m5_S5_k1_eps0.3	1	60	0	8	8
PhySigs	m5_S5_k1_eps0.3	3	77	0	8	8
PhySigs	m5_S5_k1_eps0.3	2	27	6	8	2
PhySigs	m5_S5_k1_eps0.3	5	143	0	8	8
PhySigs	m5_S5_k1_eps0.3	4	59	0	8	8
dSig	m5_S62_k1_eps0.3	1	39	3	10	5
dSig	m5_S62_k1_eps0.3	3	192	0	9	6
dSig	m5_S62_k1_eps0.3	2	140	2	9	6
dSig	m5_S62_k1_eps0.3	5	160	1	10	5
dSig	m5_S62_k1_eps0.3	4	198	1	11	4
PhyloSigFinder.dSig	m5_S62_k1_eps0.3	1	39	2	11	4
PhyloSigFinder.dSig	m5_S62_k1_eps0.3	3	192	2	8	7
PhyloSigFinder.dSig	m5_S62_k1_eps0.3	2	140	2	9	6
PhyloSigFinder.dSig	m5_S62_k1_eps0.3	5	160	1	10	5
PhyloSigFinder.dSig	m5_S62_k1_eps0.3	4	198	0	8	7
PhySigs	m5_S62_k1_eps0.3	1	39	2	9	6
PhySigs	m5_S62_k1_eps0.3	3	192	0	9	6
PhySigs	m5_S62_k1_eps0.3	2	140	2	9	6
PhySigs	m5_S62_k1_eps0.3	5	160	2	9	6
PhySigs	m5_S62_k1_eps0.3	4	198	2	9	6
dSig	m5_S66_k1_eps0.3	1	92	0	5	6
dSig	m5_S66_k1_eps0.3	3	65	0	5	6
dSig	m5_S66_k1_eps0.3	2	122	0	7	4
dSig	m5_S66_k1_eps0.3	5	50	3	8	5
dSig	m5_S66_k1_eps0.3	4	30	2	5	6
PhyloSigFinder.dSig	m5_S66_k1_eps0.3	1	92	0	4	7
